number,Ingredient,Category,Source,Safety,Evidence
230,Curry Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
231,Cuscuta Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
232,Damiana,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
233,Damiana Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
234,Dandelion Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
235,Dandelion Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
236,Devil’s Claw Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
237,Dill Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
238,Dulse,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
239,Echinacea angustifolia,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
240,Echinacea purpurea,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
241,Elder Bark (external),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
242,Elderberry,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
243,Elderberry Extract (Standardized),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
244,Elderflower,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
245,Elecampane Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
246,Eleuthero Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
247,Epimedium Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
248,Eucommia Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
249,Evening Primrose Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
250,Fennel Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
251,Fenugreek Leaf (Methi),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
252,Fenugreek Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
253,Flaxseed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
254,Forsythia Fruit,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
255,Frankincense,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
256,Fritillaria,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
257,Garcinia cambogia,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
258,Garlic,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
259,Garlic Aged Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
260,Garlic Odor‑Controlled,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
261,Gentian Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
262,Ginger,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
263,Ginger 20% Gingerols,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
264,Ginger Oil,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
265,Ginkgo Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
266,Goji Berry,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
267,Gojiberry Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
268,Goldenseal Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
269,Gotu Kola,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
270,Grape Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
271,Grape Skin,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
272,Grapefruit Seed Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
273,Graviola (Soursop) Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
274,Green Tea Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
275,Guarana,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
276,Guarana Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
277,Guayusa Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
278,Guggul (Commiphora mukul),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
279,Gymnema Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
280,Gynostemma (Jiaogulan),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
281,Hawthorn Berry,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
282,Hawthorn Berry Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
283,Hawthorn Leaf & Flower,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
284,Hemp Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
285,Hibiscus,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
286,Holy Basil (Tulsi),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
287,Hops,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
288,Horny Goat Weed Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
289,Horse Chestnut Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
290,Horsetail (Equisetum arvense),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
291,Horsetail Silica,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
292,Huperzia serrata (for Huperzine A natural source),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
293,Hyssop,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
294,Irish Moss (Sea Moss),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
295,Irvingia gabonensis (African Mango),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
296,Japanese Knotweed Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
297,Jerusalem Artichoke,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
298,Juniper Berry,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
299,Kale Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
300,Kava Kava Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
301,Kelp (Ascophyllum),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
302,Korean Red Ginseng,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
303,Kudzu Flower,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
304,Kudzu Root (Pueraria),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
305,Lapacho,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
306,Lavender,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
307,Lavender Oil,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
308,Leek Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
309,Lemon Balm,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
310,Lemon Balm Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
311,Lemon Peel,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
312,Licorice Root (Deglycyrrhizinated),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
313,Ligustrum,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
314,Long Pepper,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
315,Lycium (Goji) Root Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
316,Maca Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
317,Magnolia Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
318,Mangosteen Pericarp,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
319,Maqui Berry,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
320,Marshmallow Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
321,Meadowsweet,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
322,Milk Thistle Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
323,Milk Thistle Seed Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
324,Morinda Officinalis,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
325,Moringa Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
326,Motherwort,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
327,Mugwort,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
328,Muira Puama,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
329,Mulberry Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
330,Mullein Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
331,Mustard Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
332,Myrrh Resin,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
333,Neem Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
334,Neem Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
335,Neem Leaf Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
336,Neem Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
337,Nettle Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
338,Nettle Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
339,Nigella Seed,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
340,Nigella sativa,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
341,Noni Fruit Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
342,Nopal (Prickly Pear),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
343,Notoginseng (Panax notoginseng),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
344,Olive Fruit Polyphenols,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
345,Olive Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
346,Onion Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
347,Orange Peel,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
348,Oregano,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
349,Oregano 70% Carvacrol,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
350,Oregano Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
351,Oregano Leaf Powder,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
352,Oregano Oil,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
353,Oregon Grape Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
354,Panax Ginseng Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
355,Parsley Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
356,Passionflower,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
357,Passionflower Extract,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
358,Pau d’Arco,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
359,Pau d’Arco Inner Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
360,Peony Root,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
361,Peppermint Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
362,Peppermint Oil,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
363,Perilla Leaf,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
364,Petasites hybridus,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,Caution (PA alkaloids / processing required),Traditional Use / Mixed Evidence
365,Phellodendron Bark,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
366,Phyllanthus amarus,Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
367,Phyllanthus niruri (Chanca Piedra),Botanical / Herb / Spice / Superfood,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
